seq_no.,module,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_string,motif_list
653,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
654,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
655,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
656,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
657,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
658,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
659,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
660,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
661,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
662,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
663,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
664,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
665,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
666,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
667,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
668,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
669,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
670,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
671,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
672,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
673,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
674,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
675,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
676,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
677,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
678,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
679,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
680,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
681,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
682,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
683,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
684,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
685,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
686,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
687,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
688,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
689,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
690,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
691,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
692,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
693,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
694,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
695,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
696,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
697,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
698,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
699,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
700,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
701,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
702,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
703,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
704,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
705,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
706,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
707,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
708,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
709,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
710,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
711,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
712,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
713,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
714,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
715,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
716,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
717,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
718,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
719,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
720,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
721,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
722,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
723,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
724,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
725,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
726,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
727,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
728,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
729,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
730,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
731,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
732,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
733,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
734,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
735,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
736,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
737,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
738,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
739,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
740,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
741,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
742,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
743,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
744,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
745,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
746,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
747,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
748,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
749,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
750,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
751,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
752,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
753,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
754,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
755,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
756,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
757,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
758,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
759,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
760,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
761,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
762,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
763,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
764,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
765,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
766,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
767,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
768,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
769,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
770,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
771,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
772,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
773,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
774,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
775,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
776,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
777,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
778,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
779,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
780,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
781,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
782,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
783,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
784,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
785,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
786,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
787,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
788,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
789,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
790,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
791,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
792,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
793,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
794,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
795,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
796,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
797,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
798,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
799,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
800,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
801,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
802,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
803,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
804,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
805,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
806,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
807,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
808,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
809,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
810,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
811,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
812,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
813,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
814,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
815,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
816,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
817,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
818,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
819,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
820,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
821,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
822,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
823,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
824,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
825,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
826,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
827,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
828,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
829,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
830,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
831,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
832,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
833,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
834,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
835,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
836,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
837,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
838,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
839,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
840,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
841,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
842,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
843,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
844,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
845,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
846,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
847,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
848,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
849,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
850,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
851,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
852,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
853,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
854,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
855,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
856,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
857,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
858,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
859,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
860,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
861,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
862,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
863,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
864,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
865,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
866,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
867,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
868,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
869,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
870,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
871,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
872,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
873,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
874,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
875,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
876,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
877,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
878,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
879,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
880,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
881,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
882,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
883,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
884,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
885,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
886,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
887,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
888,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
889,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
890,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
891,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
892,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
893,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
894,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
895,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
896,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
897,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
898,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
899,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
900,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
901,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
902,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
903,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
904,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
905,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
906,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
907,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
908,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
909,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
910,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
911,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
912,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
913,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
914,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
915,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
916,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
917,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
918,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
919,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
920,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
921,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
922,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
923,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
924,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
925,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
926,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
927,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
928,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
929,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
930,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
931,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
932,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
933,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
934,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
935,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
936,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
937,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
938,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
939,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
940,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
941,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
942,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
943,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
944,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
945,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
946,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
947,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
948,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
949,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
950,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
951,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
952,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
953,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
954,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
955,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
956,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
957,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
958,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
959,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
960,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
961,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
962,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
963,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
964,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
965,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
966,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
967,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
968,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
969,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
970,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
971,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
972,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
973,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
974,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
975,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
976,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
977,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
978,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
979,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
980,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
981,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
982,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
983,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
984,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
